,KeywordID,KeywordLabel,DateKeywordCreated,YearKeywordCreated,TotalNumberUsed,TotalNumberIntervieweeUsing,number_of_possible_interview
1701,11396,Christianstadt (Germany : Concentration Camp),1996-02-08,1996.0,9,7,
1702,41852,"Christianstadt (Prussia, Germany)",2002-01-15,2002.0,9,7,
1703,15777,ships,1997-06-19,1997.0,15,15,
1704,18214,"Blum, Léon",1998-03-31,1998.0,4,4,
1705,15942,1993 photographs (stills),1997-07-10,1997.0,6,6,
1706,18760,"Wiesel, Elie",1998-04-02,1998.0,10,9,
1707,26192,interviewees' children,1999-01-05,1999.0,5,5,
1708,39065,deportation from Dragomiresti (Romania : Ghetto),2001-07-06,2001.0,5,5,
1709,42532,aid refusal,2002-02-06,2002.0,15,15,
1710,36208,attitudes toward Adolf Hitler and/or the Nazi party,2001-01-04,2001.0,11,10,
1711,15238,transfer escape attempts,1997-03-13,1997.0,11,11,
1712,26648,Lithuanian soldiers,1999-03-31,1999.0,1,1,
1713,17020,transfer to Kittlitztreben (Germany : Concentration Camp),1997-12-22,1997.0,10,9,
1714,16052,1995 documents and artifacts (stills),1997-07-11,1997.0,2,2,
1715,47043,family member original works,2002-08-09,2002.0,5,4,
1716,34667,performing arts (stills),2000-10-06,2000.0,2,2,
1717,26765,family homes (stills),1999-04-29,1999.0,8,8,
1718,15941,1992 photographs (stills),1997-07-10,1997.0,10,10,
1719,4011,"Eichmann, Adolf",1995-12-08,1995.0,33,32,
1720,7665,Gelsenkirchen-Horst (Germany : Concentration Camp),1995-12-08,1995.0,3,3,
1721,27884,Mexico 1945 (May 9) - 2000 (December 1),1999-08-13,1999.0,5,1,
1722,9452,Jewish communities,1995-12-08,1995.0,2,2,
1723,26244,hiding discovery,1999-01-13,1999.0,11,11,
1724,49633,Volksdeutsche camp guards,2002-11-04,2002.0,13,12,
1725,16567,French occupation zones,1997-11-30,1997.0,1,1,
1726,33123,war crimes investigations,2000-07-28,2000.0,3,3,
1727,18462,transfer covert activities,1998-04-01,1998.0,4,4,
1728,16118,deportation from Riga (Latvia : Ghetto),1997-07-18,1997.0,1,1,
1729,71736,"""Philips Group""",2005-04-29,2005.0,11,8,
1730,13226,Italy 1944,1996-10-23,1996.0,39,5,
1731,14925,Rhodes (Italy),1997-01-31,1997.0,3,1,
1732,7433,Italy 1918 (November 11) - 1939 (August 31),1995-12-08,1995.0,1,1,1.0
1733,19787,transfer to Warsaw (Poland : Ghetto),1998-04-14,1998.0,2,2,
1734,12098,post-conflict visits home,1996-04-30,1996.0,21,21,
1735,26634,"Zaręby Kościelne (Białystok, Poland)",1999-03-29,1999.0,1,1,
1736,20952,transfer from Vaihingen (Germany : Concentration Camp),1998-05-27,1998.0,3,3,
1737,15365,Jewish resistance fighters,1997-03-21,1997.0,3,3,
1738,17018,transfer to Kaufbeuren (Germany : Concentration Camp),1997-12-22,1997.0,3,3,
1739,25053,automobiles,1998-10-29,1998.0,3,3,
1740,16792,transfer to Unterlüss (Germany : Concentration Camp),1997-12-14,1997.0,12,11,
1741,39532,Dutch prisoner functionaries,2001-08-02,2001.0,7,7,
1742,30812,transfer to Breslau (Germany : Concentration Camp)(generic),2000-03-09,2000.0,14,14,
1743,16857,deportation from Mlawa (Poland : Ghetto),1997-12-16,1997.0,9,9,
1744,8065,"Mlawa (Warsaw, Poland : Ghetto)",1995-12-08,1995.0,2,2,
1745,22038,"Mlawa (Warsaw, Poland)",1998-07-10,1998.0,3,3,
1746,26761,environmental conditions,1999-04-27,1999.0,6,6,
1747,29053,Braunschweig-SS Reitschule (Germany : Concentration Camp),1999-11-05,1999.0,2,2,
1748,29865,transfer to Braunschweig-SS Reitschule (Germany : Concentration Camp),2000-01-07,2000.0,1,1,
1749,27060,L.L. Hamburg Neuengamme SS-Arbeitslager A3 (Germany : Concentration Camp),1999-06-04,1999.0,2,2,
1750,15940,1991 photographs (stills),1997-07-10,1997.0,8,6,
1751,15508,refugee camp living conditions,1997-03-31,1997.0,5,5,
1752,51260,vermin,2002-12-18,2002.0,9,9,
1753,17197,attitudes toward Slovakia and/or Slovaks,1998-02-24,1998.0,2,2,
1754,57188,"Rosenzweig, Artur",2003-07-17,2003.0,1,1,
1755,10309,escape attempts,1995-12-08,1995.0,15,14,14.0
1756,16531,transfer from Leitmeritz (Czechoslovakia : Concentration Camp),1997-11-19,1997.0,1,1,
1757,43433,Dutch forced labor civilian supervisors,2002-03-13,2002.0,1,1,
1758,42687,transfer sexual assaults,2002-02-15,2002.0,2,2,
1759,12378,ghetto cultural activities,1996-07-12,1996.0,2,2,
1760,48556,Turkish kapos,2002-10-01,2002.0,1,1,
1761,15224,refugee camp sanitary conditions,1997-03-13,1997.0,2,2,
1762,36888,attitudes toward aid or relief organizations,2001-02-09,2001.0,2,2,
1763,31775,Hitler Youth members,2000-05-05,2000.0,9,9,
1764,44620,transfer from Frankfurt am Main-Walldorf (Germany : Concentration Camp),2002-04-30,2002.0,1,1,
1765,40100,Czech camp guards,2001-09-26,2001.0,6,6,
1766,16862,deportation from Ostrowiec (Poland : Ghetto),1997-12-16,1997.0,1,1,
1767,7994,"Bochnia (Kraków, Poland : Ghetto)",1995-12-08,1995.0,3,3,
1768,17643,"Bochnia (Kraków, Poland)",1998-03-26,1998.0,4,4,
1769,15153,ghetto marriages,1997-03-07,1997.0,2,2,
1770,26917,Belz Rebbes,1999-05-18,1999.0,1,1,
1771,17538,"Starachowice (Kielce, Poland : Concentration Camp)",1998-03-26,1998.0,18,9,
1772,42999,"Starachowice (Kielce, Poland)",2002-02-28,2002.0,24,11,
1773,26776,civilian awards (stills),1999-04-29,1999.0,2,2,
1774,26771,prisoner uniforms artifacts (stills),1999-04-29,1999.0,10,10,
1775,16115,deportation from Monor (Hungary : Ghetto),1997-07-18,1997.0,5,5,
1776,46122,Bulgarian prisoners,2002-07-16,2002.0,2,2,
1777,11401,Drancy (France : Concentration Camp),1996-02-08,1996.0,11,4,
1778,12649,Drancy (France),1996-09-26,1996.0,14,6,
1779,11817,France 1943,1996-03-20,1996.0,26,4,
1780,32809,transfer mass executions,2000-07-19,2000.0,2,2,
1781,13175,United Kingdom 1942,1996-10-22,1996.0,2,1,
1782,57486,bystander responses,2003-07-30,2003.0,24,21,
1783,16548,migration to France,1997-11-30,1997.0,3,3,
1784,47541,attitudes toward Portugal and/or the Portuguese,2002-08-26,2002.0,1,1,
1785,15127,citizenship,1997-03-06,1997.0,5,5,
1786,12368,French armed forces,1996-07-10,1996.0,2,2,
1787,61410,transfer to Leslau (Poland : Concentration Camp),2004-04-09,2004.0,2,2,
1788,17046,transfer to Meuselwitz (Germany : Concentration Camp),1997-12-22,1997.0,5,5,
1789,61628,Moroccan prisoners,2004-04-14,2004.0,2,2,
1790,20469,"Bromberg (Pomorze, Poland : Concentration Camp)",1998-05-13,1998.0,1,1,
1791,13387,"Bydgoszcz (Pomorze, Poland)",1996-10-30,1996.0,2,2,
1792,20470,transfer to Bromberg (Poland : Concentration Camp),1998-05-13,1998.0,2,2,
1793,26205,Soviet civilian laborers,1999-01-06,1999.0,3,3,
1794,42991,deportations (stills),2002-02-27,2002.0,3,2,
1795,35831,military documents and artifacts (stills),2000-12-08,2000.0,1,1,
1796,36457,transfer from Halberstadt-Zwieberge (Germany : Concentration Camp),2001-01-17,2001.0,1,1,
1797,16512,transfer from Gleiwitz II (Germany : Concentration Camp),1997-11-19,1997.0,1,1,
1798,48250,"Capesius, Viktor",2002-09-20,2002.0,5,4,
1799,34827,Dutch camp personnel,2000-10-16,2000.0,1,1,
1800,36373,correspondence from the camps (stills),2001-01-16,2001.0,12,11,
1801,61154,female soldiers,2004-03-24,2004.0,5,5,
1802,49110,Allied military operations in Czechoslovakia,2002-10-18,2002.0,1,1,
1803,13974,USSR 1945 (May 7) - 1953 (March 5),1996-11-27,1996.0,20,7,
1804,23198,ghetto inhabitant physical condition,1998-09-03,1998.0,3,3,
1805,18454,deportation from Miskolc (Hungary),1998-04-01,1998.0,2,2,
1806,19853,"Fürstengrube (Śląsk, Poland : Concentration Camp)",1998-04-20,1998.0,8,4,
1807,19855,transfer from Fürstengrube (Poland : Concentration Camp),1998-04-20,1998.0,3,3,
1808,28126,(u)Strasenbaum (Poland),1999-09-07,1999.0,1,1,
1809,7547,Flossenbürg (Germany : Concentration Camp),1995-12-08,1995.0,8,6,6.0
1810,31185,Flossenbürg (Germany),2000-03-24,2000.0,8,6,
1811,16170,transfer from Flossenbürg (Germany : Concentration Camp),1997-07-21,1997.0,9,7,
1812,55904,forced march clothing,2003-05-27,2003.0,47,45,
1813,39603,Greek prisoner functionaries,2001-08-08,2001.0,18,15,
1814,21455,transfer from Bromberg-Brahnau (Poland : Concentration Camp),1998-06-16,1998.0,1,1,
1815,15254,liberator sexual assaults,1997-03-14,1997.0,9,9,
1816,15838,Soviet occupation conditions,1997-07-09,1997.0,5,4,
1817,60366,Volksdeutsche kapos,2004-01-21,2004.0,6,6,
1818,3205,French (language),1995-12-08,1995.0,2,2,2.0
1819,32432,internment camps (stills),2000-06-15,2000.0,2,2,
1820,14222,Poland 1935 (May 13) - 1939 (August 31),1996-12-09,1996.0,16,3,
1821,16637,migration to Italy,1997-12-08,1997.0,3,3,
1822,24000,hiding-related discussions,1998-10-06,1998.0,8,8,
1823,15071,hiding-related hunger,1997-02-24,1997.0,1,1,
1824,15205,hiding-related food acquisition,1997-03-11,1997.0,2,2,
1825,16453,hiding-related brutal treatment,1997-11-19,1997.0,1,1,
1826,20349,"Ciechanów (Warsaw, Poland)",1998-05-07,1998.0,1,1,
1827,41801,transfer to Bremerhaven (Germany : Concentration Camp)(generic),2002-01-11,2002.0,5,4,
1828,34534,Muzeum Walki i Meczenstwa w Treblince Oddzial Muzeum Okregowego w Siedlcach (Martyrology Museum at Treblinka),2000-10-02,2000.0,1,1,
1829,35656,official registration,2000-11-30,2000.0,7,7,
1830,7918,"Königsberg (East Prussia, Prussia, Germany : Concentration Camp)",1995-12-08,1995.0,1,1,1.0
1831,33080,"Königsberg (East Prussia, Prussia, Germany)",2000-07-27,2000.0,1,1,
1832,30360,transfer to Königsberg (Germany : Concentration Camp),2000-02-15,2000.0,1,1,
1833,4840,executions,1995-12-08,1995.0,8,8,
1834,13669,Viseul-de-Sus (Romania),1996-11-05,1996.0,20,5,
1835,16108,deportation from Chust (Czechoslovakia : Ghetto),1997-07-18,1997.0,9,8,
1836,43832,forced labor guards,2002-04-03,2002.0,11,9,
1837,14253,Romania 1944 (April 2) - 1945 (May 7),1996-12-09,1996.0,19,3,
1838,70769,"Buntrock, Fritz",2005-03-18,2005.0,2,2,
1839,76456,"Lederer, Siegfried",2005-11-10,2005.0,5,3,
1840,28719,"transfer from Freiberg (Saxony, Germany : Concentration Camp)",1999-10-21,1999.0,2,2,
1841,13019,Belgium 1918 (November 11) - 1939 (August 31),1996-10-11,1996.0,3,2,
1842,16605,migration from Belgium,1997-12-08,1997.0,2,2,
1843,16606,migration to Belgium,1997-12-08,1997.0,2,2,
1844,20039,deportation from Baia-Mare (Romania : Ghetto),1998-04-27,1998.0,4,4,
1845,20123,"Halberstam, Yekutiel Judah",1998-04-28,1998.0,4,3,
1846,16344,transfer from Warschau (Poland : Concentration Camp),1997-11-05,1997.0,4,3,
1847,80409,alcohol,2014-08-28,2014.0,7,6,
1848,43453,wartime family interactions,2002-03-13,2002.0,13,11,
1849,9808,police and security forces,1995-12-08,1995.0,4,4,4.0
1850,16435,prison sanitary conditions,1997-11-17,1997.0,1,1,
1851,18613,civilian evacuations,1998-04-02,1998.0,2,2,
1852,33930,social relations,2000-09-05,2000.0,12,11,
1853,44700,transfer to Bad Warmbrunn (Germany : Concentration Camp),2002-05-03,2002.0,1,1,
1854,32364,Norwegian prisoners,2000-06-13,2000.0,1,1,
1855,14422,forced labor squads,1996-12-17,1996.0,16,13,
1856,18146,deportation from Pápa (Hungary : Ghetto),1998-03-30,1998.0,2,2,
1857,16673,domestic migration routes,1997-12-08,1997.0,6,5,
1858,37506,Hungary 1945 (April 4) - 1956 (November 4),2001-03-19,2001.0,7,2,
1859,29719,"Tauber, Karl Heinz Joachim",1999-12-23,1999.0,16,14,
1860,21454,transfer to Bromberg-Brahnau (Poland : Concentration Camp),1998-06-16,1998.0,3,3,
1861,63405,camp nurses,2004-06-25,2004.0,12,10,
1862,15086,camp begging,1997-02-26,1997.0,28,28,
1863,23355,Budapest (Hungary : Internment Camp)(generic),1998-09-09,1998.0,1,1,
1864,32486,transfer from Budapest (Hungary : Ghetto),2000-06-23,2000.0,1,1,
1865,27815,transfer to Vöcklabruck (Austria : Concentration Camp),1999-08-04,1999.0,1,1,
1866,15467,forced march suicides,1997-03-27,1997.0,3,3,
1867,46179,selections (stills),2002-07-18,2002.0,8,4,
1868,15517,refugee camp family interactions,1997-03-31,1997.0,1,1,
1869,10402,prayers,1995-12-08,1995.0,2,2,2.0
1870,14159,Switzerland 1945 (May 8) - 1971 (February 6),1996-12-05,1996.0,43,6,
1871,26332,Czechoslovak soldiers,1999-01-21,1999.0,2,2,
1872,12496,Austria 1943,1996-09-12,1996.0,23,4,
1873,29750,Julius Madritsch (firm),2000-01-03,2000.0,2,1,
1874,15289,ghetto childcare,1997-03-17,1997.0,1,1,
1875,29749,"Madritsch, Julius",2000-01-03,2000.0,3,2,
1876,42092,Slovak prisoners of war,2002-01-23,2002.0,1,1,
1877,15631,transfer time awareness,1997-04-04,1997.0,8,8,
1878,45384,lesbian prisoner functionaries,2002-06-05,2002.0,3,3,
1879,4000,Death Wall (Auschwitz I),1995-12-08,1995.0,9,7,7.0
1880,62974,Lederfabrik (Auschwitz II-Birkenau),2004-06-07,2004.0,7,5,
1881,80276,smell,2014-04-10,2014.0,64,55,
1882,16535,hiding valuables (aid giving),1997-11-19,1997.0,4,4,
1883,49723,Service du Travail Obligatoire,2002-11-08,2002.0,1,1,
1884,16298,deportation from Bochnia (Poland : Ghetto),1997-10-31,1997.0,4,3,
1885,26941,transfer from Oradea (Romania : Ghetto),1999-05-20,1999.0,1,1,
1886,26382,transfer from Venusberg (Germany : Concentration Camp),1999-02-11,1999.0,2,2,
1887,7801,Venusberg (Germany : Concentration Camp),1995-12-08,1995.0,1,1,1.0
1888,16592,migration discussions,1997-12-04,1997.0,7,7,
1889,15102,camp marriages,1997-02-27,1997.0,1,1,
1890,16771,transfer to Tröglitz (Germany : Concentration Camp),1997-12-14,1997.0,2,2,
1891,15250,consensual sexual activities,1997-03-14,1997.0,5,5,
1892,19757,"Pustkow (Kraków, Poland : Concentration Camp)(generic)",1998-04-14,1998.0,4,3,
1893,29871,"Pustków (Kraków, Poland)",2000-01-10,2000.0,5,4,
1894,36614,"Laurahütte (Śląsk, Poland : Concentration Camp)",2001-01-26,2001.0,1,1,
1895,27187,"Siemianowice (Śląsk, Poland)",1999-06-17,1999.0,1,1,
1896,16301,deportation from Berlin (Germany),1997-10-31,1997.0,6,5,
1897,44794,transfer from Pustkow-Lager A (Poland : Concentration Camp),2002-05-10,2002.0,3,3,
1898,46654,Volksdeutsche civilian laborers,2002-08-01,2002.0,1,1,
1899,59736,Block 30 (Auschwitz II - Birkenau),2003-12-10,2003.0,11,7,
1900,31192,Kalmyk soldiers,2000-03-28,2000.0,1,1,
1901,10836,fiancées,1996-01-25,1996.0,1,1,1.0
1902,16135,deportation to Ravensbrück (Germany : Concentration Camp),1997-07-21,1997.0,2,2,
1903,26371,transfer to Markstädt (Germany : Concentration Camp),1999-02-08,1999.0,2,2,
1904,40935,correspondence (stills),2001-12-03,2001.0,3,3,
1905,44572,Yugoslav kapos,2002-04-26,2002.0,7,6,
1906,12873,"Satu Mare (Crisana-Maramures, Romania)",1996-09-26,1996.0,35,8,
1907,8091,Satu Mare (Romania : Ghetto),1995-12-08,1995.0,35,8,
1908,7870,Melk (Austria : Concentration Camp),1995-12-08,1995.0,4,4,4.0
1909,27672,Melk (Austria),1999-07-22,1999.0,4,4,
1910,16848,deportation from Bistrita (Romania : Ghetto),1997-12-15,1997.0,5,4,
1911,16422,prison housing conditions,1997-11-17,1997.0,1,1,
1912,35605,"Levi, Primo",2000-11-29,2000.0,10,8,
1913,10705,Zionism,1996-01-19,1996.0,3,3,3.0
1914,20940,transfer from Eintrachthütte (Poland : Concentration Camp),1998-05-27,1998.0,3,2,
1915,22975,Polish units,1998-08-28,1998.0,2,2,
1916,21515,deportation suicide attempts,1998-06-17,1998.0,1,1,
1917,15222,ghetto sanitary conditions,1997-03-13,1997.0,3,2,
1918,3777,stepfathers,1995-12-08,1995.0,5,5,
1919,15162,forced labor compensation,1997-03-10,1997.0,10,9,
1920,52358,Danish civilian laborers,2003-01-29,2003.0,1,1,
1921,24511,transfer from Inowroclaw (Poland : Concentration Camp),1998-10-16,1998.0,2,2,
1922,20231,Rechlin (Germany : Concentration Camp),1998-05-01,1998.0,2,2,
1923,38135,transfer to Rechlin (Germany : Concentration Camp),2001-05-10,2001.0,6,6,
1924,15231,diseases,1997-03-13,1997.0,7,7,
1925,38537,transfer to Gusen (Austria : Concentration Camp)(generic),2001-05-31,2001.0,2,2,
1926,31031,Gusen (Austria : Concentration Camp)(generic),2000-03-21,2000.0,1,1,
1927,66272,Gusen (Austria),2004-09-27,2004.0,2,2,
1928,16313,deportation from Grodno (Poland : Ghetto),1997-10-31,1997.0,2,2,
1929,14252,Romania 1941 (June 22) - 1944 (April 1),1996-12-09,1996.0,34,3,
1930,15151,marriages,1997-03-07,1997.0,2,2,
1931,44892,Roma prisoner functionaries,2002-05-17,2002.0,34,29,
1932,20613,transfer to Siegmar-Schönau (Germany : Concentration Camp),1998-05-15,1998.0,3,3,
1933,39702,"Thilo, Heinz",2001-08-15,2001.0,2,2,
1934,18299,deportation from Mátészalka (Hungary),1998-03-31,1998.0,1,1,
1935,47529,anti-aid giver attacks,2002-08-26,2002.0,1,1,
1936,47661,stabbings,2002-09-04,2002.0,4,4,
1937,16359,Jewish identity exposure fears,1997-11-07,1997.0,8,7,
1938,17318,Hasidic rebbes,1998-03-25,1998.0,3,3,
1939,15933,1984 photographs (stills),1997-07-10,1997.0,1,1,
1940,60479,"Galinski, Heinz",2004-02-06,2004.0,2,1,
1941,10919,Jewish-non Jewish marriages,1996-02-01,1996.0,4,4,4.0
1942,21840,transfer to Babitz (Poland : Concentration Camp),1998-07-07,1998.0,6,6,
1943,72196,"Babice (Oświęcim, Kraków, Poland)",2005-05-23,2005.0,12,4,
1944,7600,"Babitz (Oświęcim, Kraków, Poland : Concentration Camp)",1995-12-08,1995.0,12,4,4.0
1945,54888,transfer to Kratzau II (Czechoslovakia : Concentration Camp),2003-04-08,2003.0,1,1,
1946,27805,transfer to Tschenstochau-Warta (Poland : Concentration Camp),1999-08-01,1999.0,1,1,
1947,40058,Paderborn (Germany : Concentration Camp)(generic),2001-09-05,2001.0,1,1,
1948,8463,Paderborn (Germany),1995-12-08,1995.0,1,1,1.0
1949,79265,transfer from Paderborn (Germany : Concentration Camp)(generic),2011-07-15,2011.0,1,1,
1950,16002,1945 documents and artifacts (stills),1997-07-11,1997.0,11,10,
1951,47302,war crimes trial documents (stills),2002-08-16,2002.0,2,1,
1952,16003,1946 documents and artifacts (stills),1997-07-11,1997.0,1,1,
1953,6025,Nuremberg Trial (IMT),1995-12-08,1995.0,5,2,2.0
1954,39238,war crimes trials (stills),2001-07-17,2001.0,2,1,
1955,21799,"Göring, Hermann",1998-07-07,1998.0,3,2,
1956,15932,1983 photographs (stills),1997-07-10,1997.0,2,2,
1957,30503,"Montelupich (Kraków, Poland : Prison)",2000-02-25,2000.0,3,1,
1958,30767,"transfer from Montelupich (Cracow, Poland : Prison)",2000-03-08,2000.0,1,1,
1959,15796,Romanian history,1997-06-19,1997.0,1,1,
1960,25904,transfer to Horneburg (Germany : Concentration Camp),1998-11-19,1998.0,7,7,
1961,14908,Swiss police and security forces,1997-01-31,1997.0,1,1,
1962,21728,attitudes toward Switzerland and/or the Swiss,1998-07-05,1998.0,1,1,
1963,45618,deportation from Pribeta (Czechoslovakia),2002-06-12,2002.0,1,1,
1964,13130,Latvia 1943,1996-10-17,1996.0,1,1,
1965,4779,ghetto deaths,1995-12-08,1995.0,4,4,4.0
1966,35288,"Müller, Franz Joseph",2000-11-13,2000.0,2,2,
1967,47387,transfer to Krottingen (Latvia : Concentration Camp),2002-08-21,2002.0,4,4,
1968,26053,transfer from Zschopau (Germany : Concentration Camp),1998-11-30,1998.0,4,3,
1969,48752,cholera,2002-10-04,2002.0,1,1,
1970,9848,professional training,1995-12-08,1995.0,8,7,7.0
1971,12695,Hertogenbosch (Netherlands),1996-09-26,1996.0,6,3,
1972,7552,Herzogenbusch (Netherlands : Concentration Camp),1995-12-08,1995.0,6,3,
1973,26989,transfer from Herzogenbusch (Netherlands : Concentration Camp),1999-05-25,1999.0,7,7,
1974,15343,camp funerals,1997-03-19,1997.0,7,7,
1975,37627,Judenräte members,2001-03-30,2001.0,7,7,
1976,18455,covert activities,1998-04-01,1998.0,7,7,
1977,17027,transfer to Lagischa (Poland : Concentration Camp),1997-12-22,1997.0,5,5,
1978,38838,airfield forced labor,2001-06-20,2001.0,13,12,
1979,23829,transfer from Niederorschel (Germany : Concentration Camp),1998-09-25,1998.0,1,1,
1980,14297,Lithuanian camp guards,1996-12-10,1996.0,4,4,
1981,31041,aid giver-aid recipient relations,2000-03-21,2000.0,6,5,
1982,36073,attitudes toward collaboration and/or collaborators,2000-12-19,2000.0,3,3,
1983,41450,forced medical treatment,2001-12-19,2001.0,1,1,
1984,26691,hiding discovery fears,1999-04-19,1999.0,7,6,
1985,13719,"Sierpc (Warsaw, Poland)",1996-11-06,1996.0,1,1,
1986,45644,camp showers (stills),2002-06-13,2002.0,1,1,
1987,20227,Yad Vashem,1998-05-01,1998.0,4,4,
1988,7685,Lippstadt (Germany : Concentration Camp),1995-12-08,1995.0,7,3,3.0
1989,21468,Lippstadt (Germany),1998-06-17,1998.0,7,3,
1990,16356,blackmail,1997-11-07,1997.0,2,2,
1991,14306,Romania 1943,1996-12-11,1996.0,12,4,
1992,44511,Allied radio broadcasts,2002-04-25,2002.0,3,3,
1993,40195,prison Appell,2001-11-04,2001.0,2,2,
1994,20932,transfer from Goldau (Poland : Concentration Camp),1998-05-27,1998.0,1,1,
1995,50240,transfer to (u)Schlossenberg (Germany : Concentration Camp),2002-11-19,2002.0,1,1,
1996,37632,correspondence from the ghettos (stills),2001-04-01,2001.0,1,1,
1997,34299,French Red Cross,2000-09-22,2000.0,1,1,
1998,20201,prison covert communications,1998-04-30,1998.0,3,3,
1999,14920,Lithuanian prisoners,1997-01-31,1997.0,10,10,
2000,26990,transfer to Holleischen (Czechoslovakia : Concentration Camp),1999-05-25,1999.0,1,1,
2001,34885,sexual development,2000-10-19,2000.0,3,3,
2002,41882,transfer from Hinterwalden (Poland : Concentration Camp),2002-01-16,2002.0,1,1,
2003,17658,transfer to Gunskirchen (Austria : Concentration Camp),1998-03-26,1998.0,9,6,
2004,22639,American Red Cross,1998-08-20,1998.0,3,3,
2005,34343,African-American soldiers,2000-09-22,2000.0,5,4,
2006,14430,Purim,1996-12-17,1996.0,2,2,
2007,59761,post-conflict collaborator encounters,2003-12-10,2003.0,3,3,
2008,15938,1989 photographs (stills),1997-07-10,1997.0,4,4,
2009,62049,"Erenburg, Il'ia Grigor'evich",2004-04-30,2004.0,2,2,
2010,16671,migration from Yugoslavia,1997-12-08,1997.0,1,1,
2011,15737,United States 1953 (January 1) - 1960 (December 31),1997-06-05,1997.0,4,2,
2012,14622,"Yugoslavia, Federal People's Republic of 1945 (May 8) - 1992 (April 26)",1997-01-06,1997.0,18,2,
2013,12519,Denmark 1944,1996-09-12,1996.0,2,1,
2014,67280,Yugoslav prisoner functionaries,2004-10-27,2004.0,4,3,
2015,15286,ghetto social relations,1997-03-14,1997.0,2,2,
2016,12608,"Karlovy Vary (Bohemia, Czechoslovakia)",1996-09-26,1996.0,1,1,
2017,37874,refugee housing (stills),2001-04-25,2001.0,1,1,
2018,16571,hidden valuables recovery,1997-11-30,1997.0,10,7,
2019,15416,attitudes toward Hungary and/or Hungarians,1997-03-25,1997.0,9,7,
2020,16483,roundups,1997-11-19,1997.0,2,2,
2021,14238,Poland 1968 (January 1) - 1980 (August 13),1996-12-09,1996.0,21,4,
2022,32694,Turkish prisoners,2000-07-14,2000.0,3,3,
2023,27576,transfer to Praust (Danzig (FC) : Concentration Camp),1999-07-15,1999.0,2,2,
2024,14703,"Plonsk (Warsaw, Poland : Ghetto)",1997-01-13,1997.0,5,4,
2025,13462,"Plonsk (Warsaw, Poland)",1996-11-01,1996.0,9,5,
2026,8038,"Košice (Slovakia, Czechoslovakia : Ghetto)",1995-12-08,1995.0,14,6,6.0
2027,13381,"Košice (Slovakia, Czechoslovakia)",1996-10-30,1996.0,18,9,
2028,40139,Lithuanian forced labor civilian supervisors,2001-10-29,2001.0,1,1,
2029,26663,political identity,1999-04-11,1999.0,1,1,
2030,43236,transfer to Dyhernfurth (Germany : Concentration Camp)(generic),2002-03-07,2002.0,4,3,
2031,24365,deportation to Szebnie (Poland : Concentration Camp),1998-10-14,1998.0,1,1,
2032,73256,transfer to Oranienburg (Germany : Concentration Camp)(generic),2005-07-06,2005.0,5,5,
2033,16879,transfer to Augsburg (Germany : Concentration Camp)(generic),1997-12-16,1997.0,5,5,
2034,16943,transfer to Bernsdorf (Czechoslovakia : Concentration Camp),1997-12-16,1997.0,2,2,
2035,46075,transfer to Leipzig (Germany : Concentration Camp)(generic),2002-07-08,2002.0,9,5,
2036,35003,displaced persons camps (stills),2000-10-26,2000.0,3,3,
2037,23704,Wasserburg (Germany : DP Camp),1998-09-18,1998.0,1,1,
2038,18560,"Wasserburg (Upper Bavaria, Bavaria, Germany)",1998-04-01,1998.0,1,1,
2039,6231,Kielce Pogrom (1946),1995-12-08,1995.0,1,1,1.0
2040,15900,1951 photographs (stills),1997-07-10,1997.0,2,2,
2041,36623,transfer from Tomaszów Mazowiecki (Poland : Concentration Camp),2001-01-28,2001.0,5,4,
2042,9204,escape routes,1995-12-08,1995.0,4,4,4.0
2043,15845,1960s photographs (stills),1997-07-10,1997.0,3,3,
2044,38488,forced march bribery,2001-05-24,2001.0,2,2,
2045,12641,Debrecen (Hungary),1996-09-26,1996.0,5,3,
2046,38112,deportation from Hajdúszoboszló (Hungary : Ghetto),2001-05-09,2001.0,1,1,
2047,23223,deportation to prisons,1998-09-03,1998.0,1,1,
2048,50721,resistance group enemy soldier capture,2002-12-04,2002.0,1,1,
2049,30028,Monaco 1945 (May 8) - 2000 (January 1),2000-01-25,2000.0,3,1,
2050,12528,Estonia 1944 (September 22) - 1945 (May 7),1996-09-12,1996.0,18,1,
2051,18925,deportation from Selo Slatina (Czechoslovakia : Ghetto),1998-04-05,1998.0,14,14,
2052,15929,1980 photographs (stills),1997-07-10,1997.0,1,1,
2053,7689,Meuselwitz (Germany : Concentration Camp),1995-12-08,1995.0,2,1,1.0
2054,26622,"Spielberg, Steven",1999-03-26,1999.0,1,1,
2055,26835,deportation from Ioannina (Greece),1999-05-07,1999.0,1,1,
2056,34881,transfer to Lübeck (Germany : Concentration Camp ),2000-10-18,2000.0,1,1,
2057,40097,transfer to (u)Januszek (Poland : Concentration Camp),2001-09-26,2001.0,1,1,
2058,39817,transfer from (u)Schottenring (Germany : Concentration Camp),2001-08-22,2001.0,1,1,
2059,39818,transfer to (u)Schottenring (Germany : Concentration Camp),2001-08-22,2001.0,1,1,
2060,32431,resistance group smuggling,2000-06-15,2000.0,3,3,
2061,31936,transfer to Barth (Germany : Concentration Camp),2000-05-16,2000.0,1,1,
2062,31819,"Nowe Miasto (Plonsk, Warsaw, Poland : Ghetto)",2000-05-10,2000.0,1,1,
