,KeywordID,KeywordLabel,test_stat,p_value,Czechoslovakia (historical),Austria-Hungary (historical),Netherlands,Hungary,Poland,Russia,Romania,France,Italy,Greece,Germany,Ottoman Empire (historical),Belgium,Austria,Union of Soviet Socialist Republics (historical),Lithuania,Danzig (Free City Territory) (historical),Yugoslavia (historical),Sweden,Peru,Bulgaria,Tunisia,Australia,United States of America,Palestine (historical),Algeria,United Kingdom,Switzerland,Turkey,Brazil,Argentina,Morocco
536,15238,transfer escape attempts,113.3956745,2.53E-11,1.092811159,0,0,2.283632287,0.815452362,0,0,0,0,0,0,0,0,0,113.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,36208,attitudes toward Adolf Hitler and/or the Nazi party,113.5179877,2.42E-11,1.092811159,0,0,0,0.815452362,0,2.405905512,0,0,0,0,0,0,0,113.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,16569,German prisoners of war,236.705519,1.56E-33,1.092811159,3.681325301,0,0,0.815452362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.0384615,0,0,0,0,0,0
490,15162,forced labor compensation,252.7896629,1.29E-36,0,0,16.16666667,0,0.815452362,4.686349693,0,0,0,0,0,0,0,0,0,0,235.0384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,15127,citizenship,1021.737076,7.78E-195,0,3.681325301,0,0,0.815452362,0,2.405905512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.5,0,0,0,0,0,0,0,0
783,16167,transfer from Bergen-Belsen (Germany : Concentration Camp),1058.954578,1.08E-202,0.728540773,1.227108434,0,1.522421525,0.815452362,0,0.801968504,0,0,0,0,0,33.95,0,0,0,0,8.4875,0,0,0,0,1018.5,0,0,0,0,0,0,0,0,0
1364,22828,camp clothing,42.25534444,0.085609049,1.210498514,1.132715477,0.994871795,1.0238703,0.810075753,0.741576215,0.972937614,0.685243328,2.148923077,0.940676444,1.180726965,1.534945055,0.895384615,1.259134615,0.994871795,1.413765182,0,0.895384615,0,0,7.674725275,0,0,0,6.715384615,0,0,0,0,0,0,0
50,10983,camp first impressions,145.1085426,1.10E-16,1.290454445,0.851120579,1.808576756,0.908343483,0.808863872,0.535915689,1.178280636,1.472698215,1.012802983,0.827582204,1.168618827,0.217029211,1.012802983,1.305566346,0.562668324,0,1.168618827,0.506401492,0,0,2.170292107,0,0,0,1.899005594,2.337237654,0,0,0,0,0,7.596022374
25,10698,mass murder awareness,92.25459572,5.34E-08,1.220980369,1.075613565,0.931412894,1.005550019,0.803707163,0.809986367,1.009886264,1.53968254,0.586790123,1.272085315,1.036324786,1.257407407,1.047839506,1.227936921,0.465706447,1.323586745,0.967236467,0.733487654,0,0,1.796296296,0,0,0,0.78587963,1.934472934,6.287037037,0,2.095679012,0,0,0
2437,78033,prisoner identification numbers,126.7138374,1.57E-13,0.672499175,0.453086191,9.948717949,0.983718524,0.802906941,0.28839075,0.444167171,0.959340659,5.014153846,3.658186172,2.066272189,10.74461538,0,1.468990385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,14233,Poland 1944,443.6943067,1.50E-74,1.273860922,1.102788747,1.335981989,1.056077863,0.801521312,0.733580365,1.181445853,0.929039673,0.679809297,0.529034472,0.816411479,0.62431466,0.647437426,1.157041493,0.179843729,0.51113481,1.307325571,0.728367104,2.427890346,2.427890346,0.346841478,2.427890346,0,0.809296782,0.91045888,1.867607958,0,0.809296782,0,2.427890346,0,0
1415,24581,testimony-sharing motivations,30.10936568,0.511653526,0.892090742,0.300516351,2.639455782,1.118513773,0.798810477,1.147677476,0.98200225,6.362973761,0,1.941078377,1.096389325,0,0,1.948660714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,9004,camp uniforms,89.6405169,1.32E-07,1.28223176,0.850795181,1.14962963,0.771360239,0.797331198,1.249693252,1.154834646,0.831428571,0,1.902256809,0.596923077,1.552,5.432,0,2.011851852,2.858947368,4.178461538,0.452666667,54.32,0,0,0,0,0,0,0,0,0,0,0,0,0
511,15185,camp sexual assaults,34.28353691,0.313054969,0.945133975,0.397981114,0,1.234395831,0.793413109,0,1.300489466,3.370656371,4.404324324,3.855925965,0.725987526,0,0,2.580658784,0,17.38549075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,10807,deportation awareness,13.9323021,0.996426617,1.062171594,1.513816012,0,1.024433175,0.792589212,1.226334499,0.989344323,2.331108144,0,1.333357577,1.004169662,3.263551402,0,1.784754673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,8988,camp barracks,73.15994667,2.91E-05,1.143107907,0.58531532,2.705718271,1.299472766,0.79156882,0.94119157,1.328784634,0.260908548,0,1.293375446,0.618152559,0,1.70460251,1.997581067,0,0,1.966849051,0.213075314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,15471,transfer physical condition,20.24223488,0.930468305,1.573648069,0,5.173333333,0.365381166,0.782834267,0,1.154834646,2.494285714,0,0,3.223384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,42099,suicide decisions,41.61390535,0.096518116,0.874248927,1.767036145,0,1.096143498,0.782834267,2.249447853,0.769889764,0,0,1.902256809,1.074461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.60615385,0,0,0,0,0,0
677,15802,deportation routes,43.9645822,0.061445016,1.748497854,1.178024096,0,1.096143498,0.782834267,0,0.769889764,0,0,1.902256809,0,0,0,0,0,0,37.60615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,13755,female camp guards,29.99193186,0.517713268,1.539170646,0.414797217,3.643192488,0.900587381,0.780996628,0.528039402,0.948807807,0.878269618,0,1.339617471,0.756663055,0,0,1.344850352,0,0,13.24160347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,13819,extended family members,122.1618858,9.09E-13,1.435004552,0.937064622,0.522558923,1.107215654,0.774267899,0.624846626,1.253987115,1.070779221,0.823030303,0.912698974,0.434125874,2.469090909,0.823030303,0.482244318,0,0,0,0.411515152,0,0,1.763636364,0,0,4.115151515,0,0,0,0,0,0,0,0
773,16152,transfer to Gross Rosen (Germany : Concentration Camp),39.65386228,0.137033623,0.518622245,0.998325505,5.480225989,0.77411264,0.773988682,1.270874493,1.304897905,2.113801453,0,2.418123063,1.821121252,5.918644068,6.905084746,1.618379237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,4047,"Mengele, Josef",170.3894118,3.52E-21,1.316359601,1.030211187,0.786818758,1.33371072,0.771424136,0.641477525,1.280710158,0.284519283,0.247847909,0.325481203,0.776226967,0.265551331,0.619619772,0.798728612,0.344233207,1.956694016,0.714945891,0.774524715,0,0,0,9.294296578,0,0,0,0,0,0,0,0,9.294296578,9.294296578
904,16521,shelter provision,15.21836695,0.992149165,1.028528149,0,0,0,0.767484576,3.308011548,1.698286244,0,0,2.797436484,1.580090498,0,0,5.616727941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,26165,rescue,26.17773257,0.71276482,1.285660187,0.866194189,0,0,0.767484576,0,1.132190829,3.668067227,0,2.797436484,1.580090498,0,0,11.23345588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,15104,camp environmental conditions,42.06129547,0.088795938,1.003922213,0.42273592,1.547049442,1.311176433,0.764730445,0.627836323,1.611611348,1.491797676,2.339138756,2.275426805,0.51409643,0,0,2.284315191,0,3.077814153,0,0.487320574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,15098,camp housing conditions,97.64741472,8.03E-09,1.375841387,1.099100719,0.639688249,1.002169565,0.759720006,0.724867039,1.272187447,0.84114851,0.879280576,0.598731909,0.869618152,0.628057554,0.732733813,0.772805193,0,1.156948126,0.845462092,0.457958633,0,0,3.14028777,0,0,0,1.373875899,1.690924184,0,0,0,0,0,0
116,12288,camp social relations,236.4555762,1.74E-33,1.114932842,0.73527145,4.276203329,1.097129682,0.757127159,0.480651251,1.064962224,1.178137652,1.979271255,1.797003734,1.051261289,0.942510121,2.199190283,0.773152834,0.61088619,0.868101428,2.53752725,0.412348178,0,16.49392713,2.356275304,0,16.49392713,0,0,1.268763625,0,0,0,16.49392713,0,0
1909,3732,sisters,72.28381497,3.81E-05,1.723620852,0.89788422,0,0.631247949,0.755785116,0.685807272,1.603937008,0.506968641,0.662439024,0.773275126,0,1.419512195,0,0,0,0,0,0.41402439,0,0,0,0,0,0,0,3.821763602,0,0,0,0,0,0
528,15226,camp malnutrition,7.461902016,0.999995664,1.008748762,1.132715477,0,1.405312177,0.752725257,0,1.480557238,0,0,0,4.132544379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,46180,electrocutions,7.950630255,0.999990752,1.008748762,1.132715477,0,1.053984132,0.752725257,1.441953752,1.110417929,0,0,0,2.066272189,0,0,3.672475962,0,0,0,3.917307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,39797,World War II family photographs (stills),9.493538808,0.999929015,1.008748762,2.265430955,0,0,0.752725257,1.441953752,1.480557238,0,0,0,4.132544379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,14985,Hungarian kapos,11.99651455,0.999151966,0.672499175,1.132715477,0,2.810624353,0.752725257,0,0.740278619,0,0,0,4.132544379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,11735,survivor guilt,13.20054559,0.997841654,0.78458237,0,1.658119658,1.639530873,0.752725257,1.441953752,1.233797698,3.197802198,0,1.219395391,2.066272189,0,0,2.448317308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,10828,photographs (stills),34.48975149,0.304460851,1.008748762,0,0,0.702656088,0.752725257,1.441953752,1.480557238,0,0,3.658186172,2.066272189,0,31.33846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,26399,camp children,111.1060563,5.96E-11,1.328364094,1.196755928,1.142520612,0.968324645,0.749178848,0.662381582,1.05417768,0.440686522,1.151660777,1.008263327,1.139005164,0,0,1.349602473,0,4.546029384,0,1.079681979,0,0,0,0,43.18727915,0,0,0,0,0,0,0,0,43.18727915
1252,20206,prisoner external contact,29.03955368,0.567173241,1.085573999,1.511537541,1.070640177,1.119131055,0.745247854,1.055204567,1.05158784,0.206480605,1.079205298,0.944829541,1.067345899,2.312582781,1.349006623,1.264693709,1.498896247,0,6.226184412,1.349006623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,37072,metaphysical experiences,30.48063492,0.492587795,0.794771752,2.007995619,1.46969697,1.038014676,0.741320329,0.42603179,1.312312097,1.417207792,3.703636364,2.161655465,0.61048951,0,0,2.170099432,0,0,21.36713287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,15412,attitudes toward Germany and/or Germans,317.7461763,2.72E-49,0.99346469,0.669331873,2.939393939,1.038014676,0.741320329,0.42603179,0.437437366,7.086038961,0,1.080827733,3.052447552,0,0,0,0,0,0,0,0,0,0,0,277.7727273,0,0,0,0,0,0,0,0,0
2540,9252,camp food,118.7235521,3.38E-12,1.213951252,0.902075045,1.509140412,1.209765529,0.740282308,0.765564711,1.195934362,1.055050842,0.95075846,1.137580647,1.034341621,1.018669778,0.713068845,0.724210546,0.528199144,0.750598784,0.548514496,0.713068845,7.130688448,0,2.037339557,0,0,0,0.891336056,1.645543488,0,2.376896149,2.376896149,7.130688448,0,0
435,14984,Polish kapos,30.27627932,0.503063404,1.047901111,1.109440502,1.328767123,1.063609558,0.7372583,1.155538281,0.856897854,2.562622309,0,2.605831246,1.103898841,0,2.790410959,1.308005137,0,4.40591204,0,0,0,0,0,0,0,0,0,6.439409905,0,0,0,0,0,0
105,12126,loved ones' fates,92.7194364,4.55E-08,1.329222956,0.908337433,1.067477556,1.063446486,0.736811865,0.863167798,1.028414867,0.86682388,0.991068636,1.528746784,1.05019047,1.213553432,0.353953084,1.576197328,0,0,1.63362962,0.353953084,0,0,3.033883579,0,0,3.539530843,1.327324066,1.63362962,0,0,0,0,0,0
1450,25874,Jewish holiday awareness,13.90314295,0.996494776,1.551086806,0,0,1.767973383,0.736537617,0,1.862636525,0,0,0,0.866501241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,42091,dog attacks,21.00105463,0.911883098,1.159717964,0.901549053,1.319727891,0.745675849,0.732242937,0,1.5712036,2.545189504,6.651428571,1.941078377,1.644583987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,9963,anti-Jewish roundups,12.73180117,0.998474814,1.457081545,0,0,1.014947683,0.724846544,0,2.138582677,0,0,0,0,0,0,10.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,40273,civilian aid givers,14.74996443,0.994025594,0.728540773,0.818072289,3.592592593,1.014947683,0.724846544,1.041411043,1.603937008,6.928571429,0,0,1.492307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,16068,post-conflict return journeys,33.15849184,0.362295581,1.133285646,1.636144578,7.185185185,0.676631789,0.724846544,0.694274029,1.069291339,0,0,0,0.994871795,0,15.08888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,30212,Europe 1944,40.15029185,0.125685903,0.971387697,1.636144578,0,1.014947683,0.724846544,0,2.138582677,0,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,24052,Polish forced labor civilian supervisors,44.87176701,0.05117478,0.485693848,0,0,1.014947683,0.724846544,2.082822086,0,13.85714286,18.10666667,0,2.984615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,30233,forced march hunger,50.61449583,0.014531148,2.428469242,0,7.185185185,0,0.724846544,0,0,0,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,15199,non-Jewish kapos,73.54049369,2.59E-05,0.323795899,2.726907631,0,0,0.724846544,2.082822086,0.356430446,6.928571429,0,3.522697795,2.984615385,0,0,3.536458333,0,0,34.82051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,64495,cable-laying forced labor,239.5439351,4.47E-34,0.485693848,1.636144578,0,0,0.724846544,2.082822086,0,6.928571429,0,0,2.984615385,38.8,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0
405,14742,camp Appell,138.8904022,1.32E-15,1.247493687,0.923852103,1.434838052,1.202095649,0.71625043,0.688430865,1.24437041,1.669854629,0.623412395,0.582174999,0.965946678,0.801530222,1.870237184,0.87667368,0,0.98433536,0,0.857192043,9.351185922,0,1.335883703,0,0,0,1.16889824,4.315931964,0,3.117061974,0,0,0,0
119,12322,Dutch prisoners,139.5827017,9.99E-16,0.838320889,1.210298729,11.51598174,0.500522145,0.714917139,1.027145138,0.659152195,1.708414873,0,1.302915623,1.839831401,0,5.580821918,0,0,0,0,1.395205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,37808,attitudes toward prisoner functionaries,25.28890532,0.754647212,1.502615343,0,4.041666667,1.141816143,0.713520817,2.343174847,0.300738189,0,0,4.458414397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,30447,male prisoners,164.6746382,3.76E-20,1.406837354,1.015538014,2.229885057,0.839956703,0.71234919,0.646393061,1.327396144,0.716748768,1.873103448,0.54662552,0,0,0,1.097521552,0,0,0,2.34137931,0,0,0,0,0,0,0,10.80636605,0,0,0,140.4827586,0,0
812,16328,deportation to Auschwitz II-Birkenau (Poland : Death Camp),165.125797,3.12E-20,1.653818294,0.766295562,0.181903422,1.05349,0.711083635,0.369107711,1.35353334,0,0,1.270846673,1.020058423,0.982278481,0,0.537183544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,14241,Poland 1989 (June 5) - 2015 (August 5),15.98189963,0.988111071,0.950270573,1.280460974,0,1.191460324,0.70908901,0,1.25525505,0,0,2.067670445,4.671571906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,22647,transfer procedures,55.21421015,0.004739637,1.350352642,0.844125547,0.205944798,1.658178858,0.706379116,0.776083389,1.103345203,0.794358508,0.518980892,0,0.513277805,0,1.297452229,1.216361465,1.441613588,0,2.994120529,1.946178344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,13871,camp procedures,51.79035996,0.011008733,1.187154568,1.006405478,1.511990408,1.314320741,0.703987651,0.640580174,1.159681074,0.672918808,0.58618705,1.368530079,1.401051467,0.628057554,0.732733813,0.343468975,1.628297362,0,3.381848367,1.282284173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,10695,camp rumors,56.0044943,0.003875062,1.232162917,0.494137624,2.604026846,1.532639119,0.700522834,0.377424136,1.162585214,0.837008629,1.093691275,1.276682422,1.261951471,0,0,0.640834732,0,0,0,0.683557047,0,0,0,0,0,27.34228188,0,6.309757357,0,0,0,0,0,0
228,13307,working life,11.39182288,0.999498579,0.936695279,0,4.619047619,0.652466368,0.698959167,1.338957055,2.062204724,0,0,0,3.837362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,7538,Buchenwald (Germany : Concentration Camp),23.83039808,0.817403805,1.561158798,0,0,0,0.698959167,2.67791411,0.687401575,0,11.64,3.39688716,0,0,0,6.8203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,31596,camp barracks (stills),29.83830288,0.525658306,0.624463519,1.051807229,4.619047619,0,0.698959167,1.338957055,1.37480315,0,0,0,7.674725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,11057,post-conflict family home returns,30.99763418,0.466331734,0.31223176,3.681325301,0,1.957399103,0.698959167,1.338957055,0.343700787,0,5.82,3.39688716,0.959340659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,7476,Czechoslovakia 1945 (May 10) - 1948 (February 19),49.36572868,0.019376937,1.405042918,4.73313253,0,0.652466368,0.698959167,0,0.343700787,0,0,0,0,0,0,0,16.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,27327,"Moll, Otto",897.776504,9.90E-169,0.936695279,0,0,0,0.698959167,2.67791411,0,0,0,3.39688716,5.756043956,0,0,6.8203125,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0
259,13875,camp hunger,150.6850466,1.16E-17,1.416036994,1.175258782,0.607198748,0.857702267,0.689114672,0.616045969,1.174714428,2.342052314,0.765070423,0.669808736,0.630552546,0,3.825352113,1.793133803,0,0,4.413867822,0.478169014,0,0,0,0,0,0,0,0,57.38028169,0,0,57.38028169,0,0
433,14927,camp liberation,143.9221824,1.76E-16,0.9218271,1.202065404,3.079365079,1.553491352,0.687864577,0.510078878,0.58920135,3.817784257,2.217142857,0.970539188,1.279120879,0,5.542857143,1.948660714,0,0,0,0,0,0,0,0,0,0,0,6.395604396,0,0,0,0,83.14285714,0
572,15349,survivor reunions,46.01420415,0.040383102,1.150327536,0,3.403508772,0,0.686696726,0,0.506506424,6.563909774,0,5.005938972,2.827530364,18.37894737,0,0,0,0,0,5.360526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,17214,health deceptions,57.13755815,0.002890827,0.743111588,1.178024096,4.526666667,1.004798206,0.684979984,0.749815951,1.251070866,3.117857143,1.6296,1.902256809,1.074461538,3.492,4.074,0,0,0,0,2.037,0,0,17.46,0,0,0,0,0,0,0,0,0,0,0
253,13864,camp Jewish religious observances,38.35803233,0.170400884,1.251677979,0.713560851,0.854625551,1.569368444,0.675352617,0.825788492,1.229449513,0,2.153656388,1.46649754,0.82832938,0,1.794713656,0.841272026,0,2.833758405,0,0.448678414,0,0,0,0,0,0,6.730176211,0,0,0,0,0,0,0
644,15637,Danzig (FC) 1944,29.13135048,0.562392467,1.285660187,0.866194189,0,1.074650488,0.671549004,0,1.415238536,0,0,0,2.370135747,0,0,8.425091912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,4234,camp latrines,23.0742863,0.846427079,1.142484393,0.585665389,1.102272727,1.401319812,0.667188296,1.278095371,1.202952756,0.354301948,1.851818182,1.891448532,1.068356643,0,2.314772727,1.627574574,2.571969697,0,0,0.578693182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,15092,child killings,21.33264385,0.902857087,1.263562902,0.80528991,2.020833333,0.784998599,0.662555044,1.171587423,1.278137303,1.461495536,1.273125,1.114603599,1.259134615,0,3.1828125,2.983886719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,15648,camp thirst,19.10667932,0.953071993,1.248927039,1.402409639,0.76984127,1.848654709,0.660128102,0.446319018,0.801968504,2.227040816,1.94,0.56614786,0.31978022,0,0,1.13671875,0,0,0,1.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,14280,loved ones' separations,338.8194344,1.82E-53,1.428417646,0.860987557,0.600728597,1.337734323,0.657709118,0.491682591,1.398843423,0.783723653,0.979540984,1.01349748,0.455031526,0.763278689,0.445245902,0.782658811,0,0.703019845,2.054981084,0.612213115,0,0,2.862295082,0,0,0,2.504508197,3.082471627,6.678688525,2.226229508,0,0,0,6.678688525
524,15221,sanitary conditions,2.902175112,1,1.748497854,0,0,1.82690583,0.65236189,0,1.924724409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,7760,Kaufering (Germany : Concentration Camp)(generic),5.845889137,0.999999791,1.748497854,2.945060241,0,0,0.65236189,3.749079755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,18957,transfer to Salzwedel (Germany : Concentration Camp),6.851057992,0.999998469,1.748497854,0,0,0,0.65236189,0,3.849448819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,17055,Israeli armed forces,7.58641748,0.99999471,0.874248927,0,0,3.653811659,0.65236189,3.749079755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,55681,commemoration events,7.832974315,0.999992251,0,2.945060241,0,3.653811659,0.65236189,0,1.924724409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,12111,acculturation,7.832974315,0.999992251,0,2.945060241,0,3.653811659,0.65236189,0,1.924724409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,19596,post-World War II documents and artifacts (stills),7.850862912,0.999992038,1.223948498,1.767036145,2.586666667,1.096143498,0.65236189,0.749815951,0.384944882,2.494285714,0,1.902256809,2.148923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,40021,undated family photographs (stills),7.977851935,0.999990371,0.874248927,0,0,0,0.65236189,3.749079755,3.849448819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,3629,childbearing,8.126550156,0.99998803,0,2.945060241,0,1.82690583,0.65236189,0,3.849448819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,17292,"Katowice (Å_lÄ…sk, Poland)",9.21030975,0.999949434,0.874248927,0,0,3.653811659,0.65236189,0,0,0,0,0,5.372307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,15362,spiritual resistance,9.389237969,0.999937248,1.748497854,0,6.466666667,1.82690583,0.65236189,0,0.962362205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,17026,transfer to Kurzbach (Germany : Concentration Camp),10.64952463,0.999752151,2.622746781,0,0,0.913452915,0.65236189,0,0,0,0,0,2.686153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,43221,Sonderkommando 1005,12.1509664,0.999036331,0.437124464,0,6.466666667,1.82690583,0.65236189,1.874539877,0.962362205,0,0,4.755642023,2.686153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,33930,social relations,12.66953902,0.998545775,0,0,0,1.82690583,0.65236189,3.749079755,1.924724409,0,0,9.511284047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,15706,Danzig (FC) 1939 (September 1) - 1945 (May 7),13.3552993,0.99758984,0.874248927,0,0,1.82690583,0.65236189,7.498159509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,17035,transfer to Lippstadt (Germany : Concentration Camp),15.77863435,0.989317299,1.529935622,0.73626506,0,2.740358744,0.65236189,0,0.481181102,0,0,0,0,0,0,4.77421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,20939,transfer to EintrachthÃ_tte (Poland : Concentration Camp),15.83825009,0.988973978,1.748497854,0,12.93333333,0,0.65236189,3.749079755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,51028,tattooing forced labor,17.82542818,0.971716674,0.874248927,5.890120482,0,0,0.65236189,0,0,0,0,9.511284047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,14921,prisoners of war,20.9045046,0.914407266,0.874248927,0,12.93333333,0,0.65236189,0,1.924724409,0,0,9.511284047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,15463,forced march family interactions,22.06932374,0.880822922,1.311373391,0,0,0,0.65236189,0.937269939,2.405905512,6.235714286,0,0,1.343076923,0,0,4.77421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,26193,Romanian camp guards,23.33192851,0.83683017,0.874248927,0,0,0,0.65236189,0,3.849448819,0,0,0,0,0,0,19.096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,15944,1995 photographs (stills),23.86586061,0.815979834,0.874248927,0,12.93333333,0,0.65236189,0,1.924724409,12.47142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,42989,camp blood extraction,25.5434821,0.742897048,0.971387697,2.29060241,4.311111111,1.420926756,0.65236189,0,1.710866142,0,0,0,0,0,0,0,0,0,0,2.263333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,16590,flight attempts,30.29094959,0.502309795,0,5.890120482,0,0,0.65236189,3.749079755,0,0,0,0,0,0,0,19.096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,8998,arts-related forced labor,38.66343071,0.162034996,1.019957082,0.981686747,6.466666667,0.913452915,0.65236189,0,0.641574803,0,0,6.340856031,1.790769231,0,0,3.1828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,30863,Russian prisoners,39.77149744,0.134274867,0.874248927,0,4.311111111,1.21793722,0.65236189,1.249693252,0.641574803,0,0,3.170428016,1.790769231,0,0,6.365625,30.17777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,38137,transfer to Lichtewerden (Czechoslovakia : Concentration Camp),42.7908314,0.077304304,0,11.78024096,0,0,0.65236189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
